from	to
Anuropus sp.	Oceanites oceanicus
Anuropus sp.	Daption capense
Anuropus sp.	Fulmarus glacialoides
Macroptychaster accrescens	Parborlasia corrugatus
Macroptychaster accrescens	Lineus longifissus
Macroptychaster accrescens	Baseodiscus antarcticus
Macroptychaster accrescens	Odontaster validus
Macroptychaster accrescens	Glyptonotus antarcticus
Macroptychaster accrescens	Labidiaster annulatus
Trophon longstaffi	Austrocidaris canaliculata
Trophon longstaffi	Amauropis rossiana
Trophon longstaffi	Amauropsis rossiana
Trophon longstaffi	Colossendeis scotti
Trophon longstaffi	Artedidraco skottsbergi
Trophon longstaffi	Artedidraco loennbergi
Trophon longstaffi	Nymphon gracillimum
Trophon longstaffi	Ammothea carolinensis
Trophon longstaffi	Dolloidraco longedorsalis
Trophon longstaffi	Macroptychaster accrescens
Trophon longstaffi	Ophiosparte gigas
Trophon longstaffi	Trematomus nicolai
Trophon longstaffi	Trematomus lepidorhinus
Trophon longstaffi	Pentanymphon antarcticum
Trophon longstaffi	Harmothoe spinosa
Trophon longstaffi	Trematomus pennellii
Trophon longstaffi	Notocrangon antarcticus
Trophon longstaffi	Chorismus antarcticus
Trophon longstaffi	Diplasterias brucei
Trophon longstaffi	Trematomus loennbergii
Trophon longstaffi	Odontaster validus
Trophon longstaffi	Glyptonotus antarcticus
Trophon longstaffi	Notothenia coriiceps
Trophon longstaffi	Trematomus scotti
Trophon longstaffi	Labidiaster annulatus
Trophon longstaffi	Eunoe spica spicoides
Trophon longstaffi	Harpagifer antarcticus
Trophon longstaffi	Trematomus bernacchii
Actiniaria	Ammothea striata
Actiniaria	Colossendeis sp.
Actiniaria	Pycnogonida
Corymorpha sp.	Aeolidida
Notaeolidia gigas	Austrocidaris canaliculata
Notaeolidia gigas	Colossendeis scotti
Notaeolidia gigas	Artedidraco skottsbergi
Notaeolidia gigas	Artedidraco loennbergi
Notaeolidia gigas	Nymphon gracillimum
Notaeolidia gigas	Ammothea carolinensis
Notaeolidia gigas	Dolloidraco longedorsalis
Notaeolidia gigas	Macroptychaster accrescens
Notaeolidia gigas	Ophiosparte gigas
Notaeolidia gigas	Trematomus nicolai
Notaeolidia gigas	Trematomus lepidorhinus
Notaeolidia gigas	Pentanymphon antarcticum
Notaeolidia gigas	Harmothoe spinosa
Notaeolidia gigas	Trematomus pennellii
Notaeolidia gigas	Notocrangon antarcticus
Notaeolidia gigas	Chorismus antarcticus
Notaeolidia gigas	Diplasterias brucei
Notaeolidia gigas	Trematomus loennbergii
Notaeolidia gigas	Odontaster validus
Notaeolidia gigas	Glyptonotus antarcticus
Notaeolidia gigas	Notothenia coriiceps
Notaeolidia gigas	Trematomus scotti
Notaeolidia gigas	Labidiaster annulatus
Notaeolidia gigas	Eunoe spica spicoides
Notaeolidia gigas	Harpagifer antarcticus
Notaeolidia gigas	Trematomus bernacchii
Tritoniella belli	Austrocidaris canaliculata
Tritoniella belli	Colossendeis scotti
Tritoniella belli	Artedidraco skottsbergi
Tritoniella belli	Artedidraco loennbergi
Tritoniella belli	Nymphon gracillimum
Tritoniella belli	Ammothea carolinensis
Tritoniella belli	Dolloidraco longedorsalis
Tritoniella belli	Macroptychaster accrescens
Tritoniella belli	Ophiosparte gigas
Tritoniella belli	Trematomus nicolai
Tritoniella belli	Trematomus lepidorhinus
Tritoniella belli	Pentanymphon antarcticum
Tritoniella belli	Harmothoe spinosa
Tritoniella belli	Trematomus pennellii
Tritoniella belli	Notocrangon antarcticus
Tritoniella belli	Chorismus antarcticus
Tritoniella belli	Diplasterias brucei
Tritoniella belli	Trematomus loennbergii
Tritoniella belli	Odontaster validus
Tritoniella belli	Glyptonotus antarcticus
Tritoniella belli	Notothenia coriiceps
Tritoniella belli	Trematomus scotti
Tritoniella belli	Labidiaster annulatus
Tritoniella belli	Eunoe spica spicoides
Tritoniella belli	Harpagifer antarcticus
Tritoniella belli	Trematomus bernacchii
Clavularia frankliniana	Notaeolidia gigas
Clavularia frankliniana	Tritoniella belli
Filter feeding	Odontaster validus
Halecium arboreum	Doto sp.
Halecium arboreum	Aeolidida
Halecium arboreum	Odontaster validus
Acodontaster hodgsoni	Parborlasia corrugatus
Acodontaster hodgsoni	Lineus longifissus
Acodontaster hodgsoni	Baseodiscus antarcticus
Acodontaster hodgsoni	Odontaster validus
Acodontaster hodgsoni	Glyptonotus antarcticus
Acodontaster hodgsoni	Labidiaster annulatus
Acodontaster conspicuus	Parborlasia corrugatus
Acodontaster conspicuus	Lineus longifissus
Acodontaster conspicuus	Baseodiscus antarcticus
Acodontaster conspicuus	Odontaster validus
Acodontaster conspicuus	Glyptonotus antarcticus
Acodontaster conspicuus	Labidiaster annulatus
Ophiosparte gigas	Bathybiaster loripes
Ophiosparte gigas	Ophioperla ludwigi
Ophiosparte gigas	Harmotoe hartmanae
Ophiosparte gigas	Lysasterias perrieri
Ophiosparte gigas	Luidiaster gerlachei
Ophiosparte gigas	Eunoe hartmanae
Ophiosparte gigas	Harmothoe crosetensis
Ophiosparte gigas	Eulagisca gigantea
Ophiosparte gigas	Laetmonice producta
Ophiosparte gigas	Alexandrella mixta
Ophiosparte gigas	Macroptychaster accrescens
Ophiosparte gigas	Ophiosparte gigas
Ophiosparte gigas	Paramoera walkeri
Ophiosparte gigas	Harmothoe spinosa
Ophiosparte gigas	Barrukia cristata
Ophiosparte gigas	Eurythenes gryllus
Ophiosparte gigas	Odontaster validus
Ophiosparte gigas	Ophionotus victoriae
Ophiosparte gigas	Glyptonotus antarcticus
Ophiosparte gigas	Waldeckia obesa
Ophiosparte gigas	Labidiaster annulatus
Pygoscelis antarctica	Orcinus orca
Gempylidae	Chaenocephalus aceratus
Euphausia sp.	Aptenodytes forsteri
Euphausia sp.	Paradiplospinus gracilis
Euphausia sp.	Pygoscelis adeliae
Euphausia sp.	Gymnoscopelus nicholsi
Euphausia sp.	Protomyctophum bolini
Euphausia sp.	Gymnoscopelus braueri
Euphausia sp.	Electrona antarctica
Notolepis sp.	Arctocephalus gazella
Brachiopoda	Phalacrocorax atriceps georgianus
Chaenocephalus aceratus	Chaenocephalus aceratus
Chaenocephalus aceratus	Leptonychotes weddellii
Pseudochaenichthys georgianus	Leptonychotes weddellii
Chionodraco rastrospinosus	Phalacrocorax atriceps georgianus
Chionodraco rastrospinosus	Arctocephalus gazella
Chionodraco rastrospinosus	Leptonychotes weddellii
Opisthobranchia	Trematomus bernacchii
Antimora rostrata	Dissostichus mawsoni
Macrourus whitsoni	Aptenodytes forsteri
Macrourus whitsoni	Leptonychotes weddelli
Macrourus whitsoni	Psilaster charcoti
Macrourus whitsoni	Colossendeis scotti
Macrourus whitsoni	Macrourus holotrachys
Macrourus whitsoni	Abyssorchomene nodimanus
Macrourus whitsoni	Pareledone antarctica
Macrourus whitsoni	Pareledone charcoti
Macrourus whitsoni	Nymphon gracillimum
Macrourus whitsoni	Ammothea carolinensis
Macrourus whitsoni	Eunoe spica
Macrourus whitsoni	Ophiosparte gigas
Macrourus whitsoni	Macrourus whitsoni
Macrourus whitsoni	Ommatophoca rossii
Macrourus whitsoni	Hydrurga leptonyx
Macrourus whitsoni	Arctocephalus gazella
Macrourus whitsoni	Pentanymphon antarcticum
Macrourus whitsoni	Trematomus pennellii
Macrourus whitsoni	Trematomus hansoni
Macrourus whitsoni	Trematomus loennbergii
Macrourus whitsoni	Pagetopsis macropterus
Macrourus whitsoni	Dissostichus mawsoni
Macrourus whitsoni	Mirounga leonina
Macrourus whitsoni	Dacodraco hunteri
Macrourus whitsoni	Notothenia coriiceps
Macrourus whitsoni	Eunoe spica spicoides
Paralepididae	Dissostichus mawsoni
Pogonophryne permitini	Aptenodytes forsteri
Pogonophryne permitini	Leptonychotes weddelli
Pogonophryne permitini	Psilaster charcoti
Pogonophryne permitini	Colossendeis scotti
Pogonophryne permitini	Macrourus holotrachys
Pogonophryne permitini	Abyssorchomene nodimanus
Pogonophryne permitini	Pareledone antarctica
Pogonophryne permitini	Pareledone charcoti
Pogonophryne permitini	Nymphon gracillimum
Pogonophryne permitini	Ammothea carolinensis
Pogonophryne permitini	Eunoe spica
Pogonophryne permitini	Ophiosparte gigas
Pogonophryne permitini	Macrourus whitsoni
Pogonophryne permitini	Ommatophoca rossii
Pogonophryne permitini	Hydrurga leptonyx
Pogonophryne permitini	Arctocephalus gazella
Pogonophryne permitini	Pentanymphon antarcticum
Pogonophryne permitini	Trematomus pennellii
Pogonophryne permitini	Trematomus hansoni
Pogonophryne permitini	Trematomus loennbergii
Pogonophryne permitini	Pagetopsis macropterus
Pogonophryne permitini	Dissostichus mawsoni
Pogonophryne permitini	Mirounga leonina
Pogonophryne permitini	Dacodraco hunteri
Pogonophryne permitini	Notothenia coriiceps
Pogonophryne permitini	Eunoe spica spicoides
Muraenolepis microps	Aptenodytes forsteri
Muraenolepis microps	Leptonychotes weddelli
Muraenolepis microps	Champsocephalus gunnari
Muraenolepis microps	Psilaster charcoti
Muraenolepis microps	Colossendeis scotti
Muraenolepis microps	Macrourus holotrachys
Muraenolepis microps	Abyssorchomene nodimanus
Muraenolepis microps	Pareledone antarctica
Muraenolepis microps	Pareledone charcoti
Muraenolepis microps	Nymphon gracillimum
Muraenolepis microps	Ammothea carolinensis
Muraenolepis microps	Eunoe spica
Muraenolepis microps	Ophiosparte gigas
Muraenolepis microps	Macrourus whitsoni
Muraenolepis microps	Ommatophoca rossii
Muraenolepis microps	Hydrurga leptonyx
Muraenolepis microps	Arctocephalus gazella
Muraenolepis microps	Pentanymphon antarcticum
Muraenolepis microps	Trematomus pennellii
Muraenolepis microps	Trematomus hansoni
Muraenolepis microps	Trematomus loennbergii
Muraenolepis microps	Pagetopsis macropterus
Muraenolepis microps	Dissostichus mawsoni
Muraenolepis microps	Mirounga leonina
Muraenolepis microps	Dacodraco hunteri
Muraenolepis microps	Notothenia coriiceps
Muraenolepis microps	Eunoe spica spicoides
Octopoteuthis rugosa	Dissostichus mawsoni
Actinopterygii	Aptenodytes forsteri
Actinopterygii	Dissostichus mawsoni
Amblyraja georgiana	Dissostichus mawsoni
Echinodermata	Ophiosparte gigas
Echinodermata	Dissostichus mawsoni
Scleractinia	Dissostichus mawsoni
Scyphozoa	Dissostichus mawsoni
Balanomorpha	Leptonychotes weddellii
Cestoda	Leptonychotes weddellii
Caridea	Leptonychotes weddellii
Histioteuthidae	Leptonychotes weddellii
Mastigoteuthidae	Leptonychotes weddellii
Channichthys rhinoceratus	Pygoscelis papua
Channichthys rhinoceratus	Arctocephalus gazella
Nototheniops nybelini	Pygoscelis papua
Pygoscelis papua	Orcinus orca
Corycaeus sp.	Notoscopelus resplendens
Corycaeus sp.	Scopelopsis multipunctatus
Corycaeus sp.	Diogenichthys atlanticus
Corycaeus sp.	Lampadena pontifex
Corycaeus sp.	Lobianchia dofleini
Corycaeus sp.	Lampanyctus pusillus
Corycaeus sp.	Lampanyctus australis
Corycaeus sp.	Lampanyctus alatus
Corycaeus sp.	Hygophum hygomii
Corycaeus sp.	Hygophum hanseni
Corycaeus sp.	Symbolophorus barnardi
Corycaeus sp.	Symbolophorus boops
Corycaeus sp.	Ceratoscopelus warmingii
Corycaeus sp.	Krefftichthys anderssoni
Lucicutia sp.	Notoscopelus resplendens
Lucicutia sp.	Scopelopsis multipunctatus
Lucicutia sp.	Diogenichthys atlanticus
Lucicutia sp.	Lampadena pontifex
Lucicutia sp.	Lobianchia dofleini
Lucicutia sp.	Lampanyctus pusillus
Lucicutia sp.	Lampanyctus australis
Lucicutia sp.	Lampanyctus alatus
Lucicutia sp.	Hygophum hygomii
Lucicutia sp.	Hygophum hanseni
Lucicutia sp.	Symbolophorus barnardi
Lucicutia sp.	Symbolophorus boops
Lucicutia sp.	Ceratoscopelus warmingii
Lucicutia sp.	Krefftichthys anderssoni
Microcalanus sp.	Notoscopelus resplendens
Microcalanus sp.	Scopelopsis multipunctatus
Microcalanus sp.	Diogenichthys atlanticus
Microcalanus sp.	Lampadena pontifex
Microcalanus sp.	Lobianchia dofleini
Microcalanus sp.	Lampanyctus pusillus
Microcalanus sp.	Lampanyctus australis
Microcalanus sp.	Lampanyctus alatus
Microcalanus sp.	Hygophum hygomii
Microcalanus sp.	Hygophum hanseni
Microcalanus sp.	Symbolophorus barnardi
Microcalanus sp.	Symbolophorus boops
Microcalanus sp.	Ceratoscopelus warmingii
Microcalanus sp.	Krefftichthys anderssoni
Calanus australis	Notoscopelus resplendens
Calanus australis	Scopelopsis multipunctatus
Calanus australis	Diogenichthys atlanticus
Calanus australis	Lampadena pontifex
Calanus australis	Lobianchia dofleini
Calanus australis	Lampanyctus pusillus
Calanus australis	Lampanyctus australis
Calanus australis	Lampanyctus alatus
Calanus australis	Hygophum hygomii
Calanus australis	Hygophum hanseni
Calanus australis	Symbolophorus barnardi
Calanus australis	Symbolophorus boops
Calanus australis	Ceratoscopelus warmingii
Calanus australis	Krefftichthys anderssoni
Protomyctophum normani	Phalacrocorax atriceps georgianus
Protomyctophum normani	Notoscopelus resplendens
Protomyctophum normani	Scopelopsis multipunctatus
Protomyctophum normani	Diogenichthys atlanticus
Protomyctophum normani	Lampadena pontifex
Protomyctophum normani	Lobianchia dofleini
Protomyctophum normani	Lampanyctus pusillus
Protomyctophum normani	Lampanyctus australis
Protomyctophum normani	Lampanyctus alatus
Protomyctophum normani	Hygophum hygomii
Protomyctophum normani	Hygophum hanseni
Protomyctophum normani	Symbolophorus barnardi
Protomyctophum normani	Symbolophorus boops
Protomyctophum normani	Ceratoscopelus warmingii
Protomyctophum normani	Pygoscelis papua
Protomyctophum normani	Pygoscelis adeliae
Protomyctophum normani	Arctocephalus gazella
Protomyctophum normani	Krefftichthys anderssoni
Protomyctophum normani	Leptonychotes weddellii
Electrona subaspera	Arctocephalus gazella
Oikopleura sp.	Notoscopelus resplendens
Oikopleura sp.	Scopelopsis multipunctatus
Oikopleura sp.	Diogenichthys atlanticus
Oikopleura sp.	Lampadena pontifex
Oikopleura sp.	Lobianchia dofleini
Oikopleura sp.	Lampanyctus pusillus
Oikopleura sp.	Lampanyctus australis
Oikopleura sp.	Lampanyctus alatus
Oikopleura sp.	Hygophum hygomii
Oikopleura sp.	Hygophum hanseni
Oikopleura sp.	Symbolophorus barnardi
Oikopleura sp.	Symbolophorus boops
Oikopleura sp.	Ceratoscopelus warmingii
Oikopleura sp.	Gymnoscopelus microlampas
Oikopleura sp.	Benthosema suborbitale
Oikopleura sp.	Diaphus meadi
Oikopleura sp.	Diaphus luetkeni
Oikopleura sp.	Diaphus effulgens
Oikopleura sp.	Diaphus hudsoni
Oikopleura sp.	Diaphus taaningi
Oikopleura sp.	Protomyctophum andriashevi
Oikopleura sp.	Protomyctophum luciferum
Oikopleura sp.	Metelectrona herwigi
Oikopleura sp.	Electrona paucirastra
Oikopleura sp.	Protomyctophum normani
Oikopleura sp.	Electrona subaspera
Oikopleura sp.	Protomyctophum choriodon
Oikopleura sp.	Electrona carlsbergi
Oikopleura sp.	Gymnoscopelus bolini
Oikopleura sp.	Gymnoscopelus nicholsi
Oikopleura sp.	Krefftichthys anderssoni
Oikopleura sp.	Gymnoscopelus opisthopterus
Oikopleura sp.	Protomyctophum bolini
Oikopleura sp.	Electrona antarctica
Sagitta sp.	Notoscopelus resplendens
Sagitta sp.	Scopelopsis multipunctatus
Sagitta sp.	Diogenichthys atlanticus
Sagitta sp.	Lampadena pontifex
Sagitta sp.	Lobianchia dofleini
Sagitta sp.	Lampanyctus pusillus
Sagitta sp.	Lampanyctus australis
Sagitta sp.	Lampanyctus alatus
Sagitta sp.	Hygophum hygomii
Sagitta sp.	Hygophum hanseni
Sagitta sp.	Symbolophorus barnardi
Sagitta sp.	Symbolophorus boops
Sagitta sp.	Ceratoscopelus warmingii
Sagitta sp.	Gymnoscopelus microlampas
Sagitta sp.	Benthosema suborbitale
Sagitta sp.	Diaphus meadi
Sagitta sp.	Diaphus luetkeni
Sagitta sp.	Diaphus effulgens
Sagitta sp.	Diaphus hudsoni
Sagitta sp.	Diaphus taaningi
Sagitta sp.	Protomyctophum andriashevi
Sagitta sp.	Protomyctophum luciferum
Sagitta sp.	Metelectrona herwigi
Sagitta sp.	Electrona paucirastra
Sagitta sp.	Protomyctophum normani
Sagitta sp.	Electrona subaspera
Sagitta sp.	Protomyctophum choriodon
Sagitta sp.	Electrona carlsbergi
Sagitta sp.	Gymnoscopelus bolini
Sagitta sp.	Gymnoscopelus nicholsi
Sagitta sp.	Krefftichthys anderssoni
Sagitta sp.	Gymnoscopelus opisthopterus
Sagitta sp.	Protomyctophum bolini
Sagitta sp.	Electrona antarctica
Scina sp.	Gymnoscopelus microlampas
Scina sp.	Benthosema suborbitale
Scina sp.	Diaphus meadi
Scina sp.	Diaphus luetkeni
Scina sp.	Diaphus effulgens
Scina sp.	Diaphus hudsoni
Scina sp.	Diaphus taaningi
Scina sp.	Protomyctophum andriashevi
Scina sp.	Protomyctophum luciferum
Scina sp.	Metelectrona herwigi
Scina sp.	Electrona paucirastra
Scina sp.	Protomyctophum normani
Scina sp.	Electrona subaspera
Scina sp.	Protomyctophum choriodon
Scina sp.	Electrona carlsbergi
Scina sp.	Gymnoscopelus bolini
Scina sp.	Gymnoscopelus nicholsi
Scina sp.	Gymnoscopelus opisthopterus
Scina sp.	Protomyctophum bolini
Scina sp.	Electrona antarctica
Phronima sedentaria	Notoscopelus resplendens
Phronima sedentaria	Scopelopsis multipunctatus
Phronima sedentaria	Diogenichthys atlanticus
Phronima sedentaria	Lampadena pontifex
Phronima sedentaria	Lobianchia dofleini
Phronima sedentaria	Lampanyctus pusillus
Phronima sedentaria	Lampanyctus australis
Phronima sedentaria	Lampanyctus alatus
Phronima sedentaria	Hygophum hygomii
Phronima sedentaria	Hygophum hanseni
Phronima sedentaria	Symbolophorus barnardi
Phronima sedentaria	Symbolophorus boops
Phronima sedentaria	Ceratoscopelus warmingii
Phronima sedentaria	Gymnoscopelus microlampas
Phronima sedentaria	Benthosema suborbitale
Phronima sedentaria	Diaphus meadi
Phronima sedentaria	Diaphus luetkeni
Phronima sedentaria	Diaphus effulgens
Phronima sedentaria	Diaphus hudsoni
Phronima sedentaria	Diaphus taaningi
Phronima sedentaria	Protomyctophum andriashevi
Phronima sedentaria	Protomyctophum luciferum
Phronima sedentaria	Metelectrona herwigi
Phronima sedentaria	Electrona paucirastra
Phronima sedentaria	Protomyctophum normani
Phronima sedentaria	Electrona subaspera
Phronima sedentaria	Protomyctophum choriodon
Phronima sedentaria	Electrona carlsbergi
Phronima sedentaria	Gymnoscopelus bolini
Phronima sedentaria	Gymnoscopelus nicholsi
Phronima sedentaria	Krefftichthys anderssoni
Phronima sedentaria	Gymnoscopelus opisthopterus
Phronima sedentaria	Protomyctophum bolini
Phronima sedentaria	Electrona antarctica
Nematoscelis megalops	Notoscopelus resplendens
Nematoscelis megalops	Scopelopsis multipunctatus
Nematoscelis megalops	Diogenichthys atlanticus
Nematoscelis megalops	Lampadena pontifex
Nematoscelis megalops	Lobianchia dofleini
Nematoscelis megalops	Lampanyctus pusillus
Nematoscelis megalops	Lampanyctus australis
Nematoscelis megalops	Lampanyctus alatus
Nematoscelis megalops	Hygophum hygomii
Nematoscelis megalops	Hygophum hanseni
Nematoscelis megalops	Symbolophorus barnardi
Nematoscelis megalops	Symbolophorus boops
Nematoscelis megalops	Ceratoscopelus warmingii
Nematoscelis megalops	Gymnoscopelus microlampas
Nematoscelis megalops	Benthosema suborbitale
Nematoscelis megalops	Diaphus meadi
Nematoscelis megalops	Diaphus luetkeni
Nematoscelis megalops	Diaphus effulgens
Nematoscelis megalops	Diaphus hudsoni
Nematoscelis megalops	Diaphus taaningi
Nematoscelis megalops	Protomyctophum andriashevi
Nematoscelis megalops	Protomyctophum luciferum
Nematoscelis megalops	Metelectrona herwigi
Nematoscelis megalops	Electrona paucirastra
Nematoscelis megalops	Protomyctophum normani
Nematoscelis megalops	Electrona subaspera
Nematoscelis megalops	Protomyctophum choriodon
Nematoscelis megalops	Electrona carlsbergi
Nematoscelis megalops	Gymnoscopelus bolini
Nematoscelis megalops	Gymnoscopelus nicholsi
Nematoscelis megalops	Krefftichthys anderssoni
Nematoscelis megalops	Gymnoscopelus opisthopterus
Nematoscelis megalops	Protomyctophum bolini
Nematoscelis megalops	Electrona antarctica
Thysanoessa gregaria	Notoscopelus resplendens
Thysanoessa gregaria	Scopelopsis multipunctatus
Thysanoessa gregaria	Diogenichthys atlanticus
Thysanoessa gregaria	Lampadena pontifex
Thysanoessa gregaria	Lobianchia dofleini
Thysanoessa gregaria	Lampanyctus pusillus
Thysanoessa gregaria	Lampanyctus australis
Thysanoessa gregaria	Lampanyctus alatus
Thysanoessa gregaria	Hygophum hygomii
Thysanoessa gregaria	Hygophum hanseni
